SESSION_ID,ENERGIA_TOTAL_MJ,MASSA_TOTAL_TON,TIPO_COMBUSTIVEL_PRINCIPAL,NUM_REGISTROS_CONSUMO
43100001993,24.9,0.6,LSHFO 0.5,3
43100001999,419.15,10.1,LSHFO 0.5,3
43100002003,0.0,0.0,LSHFO 0.5,3
43100002007,8.3,0.2,LSHFO 0.5,3
43100002011,0.0,0.0,LSHFO 0.5,3
43100002016,83.0,2.0,LSHFO 0.5,3
43100002020,0.0,0.0,LSHFO 0.5,3
43100002022,0.0,0.0,LSHFO 0.5,3
43100002026,83.0,2.0,LSHFO 0.5,3
43100002030,0.0,0.0,LSHFO 0.5,3
43100002032,0.0,0.0,LSHFO 0.5,3
43100002034,0.0,0.0,LSHFO 0.5,3
43100002036,0.0,0.0,LSHFO 0.5,3
43100002038,0.0,0.0,LSHFO 0.5,3
43100002040,0.0,0.0,LSHFO 0.5,3
43100002042,0.0,0.0,LSHFO 0.5,3
43100002044,0.0,0.0,LSHFO 0.5,3
43100002046,0.0,0.0,LSHFO 0.5,3
43100002050,136.95,3.3,LSHFO 0.5,3
43100002054,1008.2,24.8,LSHFO 0.5,3
43100002056,1741.5,43.0,LSHFO 0.5,3
43100002058,1701.0,42.0,LSHFO 0.5,3
43100002060,1417.5,35.0,LSHFO 0.5,3
43100002062,1660.5,41.0,LSHFO 0.5,3
43100002064,1660.5,41.0,LSHFO 0.5,3
43100002067,1053.0,26.0,LSHFO 0.5,3
43100002074,81.0,2.0,LSHFO 0.5,3
43100002079,0.0,0.0,LSHFO 0.5,3
43100002081,0.0,0.0,LSHFO 0.5,3
43100002083,0.0,0.0,LSHFO 0.5,3
43100002087,81.0,2.0,LSHFO 0.5,3
43100002091,243.0,6.0,LSHFO 0.5,3
43100002097,20.25,0.5,LSHFO 0.5,3
43100002101,0.0,0.0,LSHFO 0.5,3
43100002103,0.0,0.0,LSHFO 0.5,3
43100002107,40.5,1.0,LSHFO 0.5,3
43100002111,324.0,8.0,LSHFO 0.5,3
43100002117,81.0,2.0,LSHFO 0.5,3
43100002121,0.0,0.0,LSHFO 0.5,3
43100002125,121.5,3.0,LSHFO 0.5,3
43100002130,121.5,3.0,LSHFO 0.5,3
43100002138,20.25,0.5,LSHFO 0.5,3
43100002142,0.0,0.0,LSHFO 0.5,3
43100002150,202.5,5.0,LSHFO 0.5,3
43100002156,121.5,3.0,LSHFO 0.5,3
43100002160,0.0,0.0,LSHFO 0.5,3
43100002164,40.5,1.0,LSHFO 0.5,3
43100002168,324.0,8.0,LSHFO 0.5,3
43100002174,40.5,1.0,LSHFO 0.5,3
43100002178,0.0,0.0,LSHFO 0.5,3
43100002182,121.5,3.0,LSHFO 0.5,3
43100002186,648.0,16.0,LSHFO 0.5,3
43100002192,121.5,3.0,LSHFO 0.5,3
43100002196,0.0,0.0,LSHFO 0.5,3
43100002214,121.5,3.0,LSHFO 0.5,3
43100002220,40.5,1.0,LSHFO 0.5,3
43100002226,40.5,1.0,LSHFO 0.5,3
43100002230,0.0,0.0,LSHFO 0.5,3
43100002232,0.0,0.0,LSHFO 0.5,3
43100002234,0.0,0.0,LSHFO 0.5,3
43100002238,202.5,5.0,LSHFO 0.5,3
43100002245,0.0,0.0,LSHFO 0.5,3
43100002249,162.0,4.0,LSHFO 0.5,3
43100002253,0.0,0.0,LSHFO 0.5,3
43100002257,40.5,1.0,LSHFO 0.5,3
43100002261,202.5,5.0,LSHFO 0.5,3
43100002263,1903.5,47.0,LSHFO 0.5,3
43100002265,2268.0,56.0,LSHFO 0.5,3
43100002267,2268.0,56.0,LSHFO 0.5,3
43100002269,2551.5,63.0,LSHFO 0.5,3
43100002271,1620.0,40.0,LSHFO 0.5,3
43100002273,1822.5,45.0,LSHFO 0.5,3
43100002275,2268.0,56.0,LSHFO 0.5,3
43100002277,2268.0,56.0,LSHFO 0.5,3
43100002279,2349.0,58.0,LSHFO 0.5,3
43100002281,2268.0,56.0,LSHFO 0.5,3
43100002283,2025.0,50.0,LSHFO 0.5,3
43100002290,202.5,5.0,LSHFO 0.5,3
43100002294,81.0,2.0,LSHFO 0.5,3
43100002296,2025.0,50.0,LSHFO 0.5,3
43100002298,2268.0,56.0,LSHFO 0.5,3
43100002301,2268.0,56.0,LSHFO 0.5,3
43100002303,2430.0,60.0,LSHFO 0.5,3
43100002305,2268.0,56.0,LSHFO 0.5,3
43100002307,2268.0,56.0,LSHFO 0.5,3
43100002309,2268.0,56.0,LSHFO 0.5,3
43100002311,2268.0,56.0,LSHFO 0.5,3
43100002321,2268.0,56.0,LSHFO 0.5,3
43100002323,2268.0,56.0,LSHFO 0.5,3
43100002325,2268.0,56.0,LSHFO 0.5,3
43100002327,2308.5,57.0,LSHFO 0.5,3
43100002329,2268.0,56.0,LSHFO 0.5,3
43100002331,2268.0,56.0,LSHFO 0.5,3
43100002333,2268.0,56.0,LSHFO 0.5,3
43100002335,2268.0,56.0,LSHFO 0.5,3
43100002337,2268.0,56.0,LSHFO 0.5,3
43100002339,2268.0,56.0,LSHFO 0.5,3
43100002341,1863.0,46.0,LSHFO 0.5,3
43100002345,648.0,16.0,LSHFO 0.5,3
43100002352,40.5,1.0,LSHFO 0.5,3
43100002356,0.0,0.0,LSHFO 0.5,3
43100002360,145.8,3.6,LSHFO 0.5,3
43100002364,0.0,0.0,LSHFO 0.5,3
43100002366,0.0,0.0,LSHFO 0.5,3
43100002371,121.5,3.0,LSHFO 0.5,3
43100002388,0.0,0.0,LSHFO 0.5,3
43100002392,1053.0,26.0,LSHFO 0.5,3
43100002403,0.0,0.0,LSHFO 0.5,3
43100002407,81.0,2.0,LSHFO 0.5,3
43100002411,0.0,0.0,LSHFO 0.5,3
43100002413,0.0,0.0,LSHFO 0.5,3
43100002417,81.0,2.0,LSHFO 0.5,3
43100002421,0.0,0.0,LSHFO 0.5,3
43100002425,121.5,3.0,LSHFO 0.5,3
43100002429,0.0,0.0,LSHFO 0.5,3
43100002433,162.0,4.0,LSHFO 0.5,3
43100002438,1174.5,29.0,LSHFO 0.5,3
43100002440,1741.5,43.0,LSHFO 0.5,3
43100002442,1822.5,45.0,LSHFO 0.5,3
43100002444,1944.0,48.0,LSHFO 0.5,3
43100002446,1863.0,46.0,LSHFO 0.5,3
43100002448,1782.0,44.0,LSHFO 0.5,3
43100002450,1822.5,45.0,LSHFO 0.5,3
43100002452,1701.0,42.0,LSHFO 0.5,3
43100002454,1863.0,46.0,LSHFO 0.5,3
43100002456,1944.0,48.0,LSHFO 0.5,3
43100002458,2025.0,50.0,LSHFO 0.5,3
43100002460,2227.5,55.0,LSHFO 0.5,3
43100002462,1944.0,48.0,LSHFO 0.5,3
43100002465,1944.0,48.0,LSHFO 0.5,3
43100002467,1984.5,49.0,LSHFO 0.5,3
43100002469,1863.0,46.0,LSHFO 0.5,3
43100002471,1863.0,46.0,LSHFO 0.5,3
43100002473,1944.0,48.0,LSHFO 0.5,3
43100002475,1863.0,46.0,LSHFO 0.5,3
43100002477,1944.0,48.0,LSHFO 0.5,3
43100002479,2025.0,50.0,LSHFO 0.5,3
43100002481,2025.0,50.0,LSHFO 0.5,3
43100002483,1863.0,46.0,LSHFO 0.5,3
43100002485,1944.0,48.0,LSHFO 0.5,3
43100002487,1944.0,48.0,LSHFO 0.5,3
43100002489,1215.0,30.0,LSHFO 0.5,3
43100002493,0.0,0.0,LSHFO 0.5,3
43100002495,1620.0,40.0,LSHFO 0.5,3
43100002497,1903.5,47.0,LSHFO 0.5,3
43100002499,1620.0,40.0,LSHFO 0.5,3
43100002506,1701.0,42.0,LSHFO 0.5,3
43100002508,2025.0,50.0,LSHFO 0.5,3
43100002510,2025.0,50.0,LSHFO 0.5,3
43100002512,1620.0,40.0,LSHFO 0.5,3
43100002514,1498.5,37.0,LSHFO 0.5,3
43100002516,1620.0,40.0,LSHFO 0.5,3
43100002624,243.0,6.0,LSHFO 0.5,3
43100002628,0.0,0.0,LSHFO 0.5,3
43100002636,0.0,0.0,LSHFO 0.5,3
43100002640,81.0,2.0,LSHFO 0.5,3
43100002648,81.0,2.0,LSHFO 0.5,3
43100002658,40.5,1.0,LSHFO 0.5,1
43100002662,0.0,0.0,LSHFO 0.5,3
43100002666,0.0,0.0,LSHFO 0.5,3
43100002670,0.0,0.0,LSHFO 0.5,3
43100002677,162.0,4.0,LSHFO 0.5,3
43100002683,40.5,1.0,LSHFO 0.5,1
43100002687,0.0,0.0,LSHFO 0.5,3
43100002691,81.0,2.0,LSHFO 0.5,3
43100002695,0.0,0.0,LSHFO 0.5,4
43100002699,40.5,1.0,LSHFO 0.5,3
43100002703,1012.5,25.0,LSHFO 0.5,1
43100002705,218.70000000000002,5.4,LSHFO 0.5,3
43100002707,1822.5,45.0,LSHFO 0.5,1
43100002709,1620.0,40.0,LSHFO 0.5,1
43100002711,1863.0,46.0,LSHFO 0.5,1
43100002713,1944.0,48.0,LSHFO 0.5,1
43100002716,1984.5,49.0,LSHFO 0.5,1
43100002718,2146.5,53.0,LSHFO 0.5,1
43100002720,1782.0,44.0,LSHFO 0.5,1
43100002722,1782.0,44.0,LSHFO 0.5,1
43100002724,1701.0,42.0,LSHFO 0.5,1
43100002728,1863.0,46.0,LSHFO 0.5,1
43100002734,81.0,2.0,LSHFO 0.5,3
43100002738,0.0,0.0,LSHFO 0.5,3
43100002744,1053.0,26.0,LSHFO 0.5,1
43100002746,1474.2,36.4,LSHFO 0.5,3
43100002748,234.9,5.8,LSHFO 0.5,1
43100002757,192.375,4.75,LSHFO 0.5,1
43100002761,0.0,0.0,LSHFO 0.5,1
43100002765,202.5,5.0,LSHFO 0.5,3
43100002772,0.0,0.0,LSHFO 0.5,3
43100002776,162.0,4.0,LSHFO 0.5,3
43100002780,437.40000000000003,10.8,LSHFO 0.5,1
43100002783,1660.5,41.0,LSHFO 0.5,1
43100002785,1944.0,48.0,LSHFO 0.5,1
43100002787,2106.0,52.0,LSHFO 0.5,1
43100002790,1782.0,44.0,LSHFO 0.5,1
43100002792,1701.0,42.0,LSHFO 0.5,1
43100002794,1984.5,49.0,LSHFO 0.5,1
43100002796,1863.0,46.0,LSHFO 0.5,1
43100002799,1620.0,40.0,LSHFO 0.5,1
43100002801,1984.5,49.0,LSHFO 0.5,1
43100002803,1944.0,48.0,LSHFO 0.5,1
43100002805,1984.5,49.0,LSHFO 0.5,1
43100002807,1984.5,49.0,LSHFO 0.5,1
43100002809,2065.5,51.0,LSHFO 0.5,1
43100002811,2025.0,50.0,LSHFO 0.5,1
43100002813,1984.5,49.0,LSHFO 0.5,1
43100002815,1944.0,48.0,LSHFO 0.5,1
43100002817,1944.0,48.0,LSHFO 0.5,1
43100002820,1903.5,47.0,LSHFO 0.5,1
43100002822,2146.5,53.0,LSHFO 0.5,1
43100002829,2106.0,52.0,LSHFO 0.5,1
43100002831,2025.0,50.0,LSHFO 0.5,1
43100002833,2106.0,52.0,LSHFO 0.5,1
43100002835,1984.5,49.0,LSHFO 0.5,1
43100002837,1944.0,48.0,LSHFO 0.5,1
43100002839,1944.0,48.0,LSHFO 0.5,1
43100002841,2106.0,52.0,LSHFO 0.5,1
43100002843,2025.0,50.0,LSHFO 0.5,1
43100002845,2025.0,50.0,LSHFO 0.5,1
43100002847,2025.0,50.0,LSHFO 0.5,1
43100002849,2227.5,55.0,LSHFO 0.5,1
43100002851,2268.0,56.0,LSHFO 0.5,1
43100002853,2268.0,56.0,LSHFO 0.5,1
43100002855,2268.0,56.0,LSHFO 0.5,1
43100002858,486.0,12.0,LSHFO 0.5,1
43100002862,133.65,3.3,LSHFO 0.5,1
43100002868,0.0,0.0,LSHFO 0.5,3
43100002875,202.5,5.0,LSHFO 0.5,1
43100002879,0.0,0.0,LSHFO 0.5,3
43100002927,0.0,0.0,LSHFO 0.5,3
43100002939,222.75,5.5,LSHFO 0.5,3
43100002943,0.0,0.0,LSHFO 0.5,3
43100002948,60.75,1.5,LSHFO 0.5,1
43100002951,1076.085,26.57,LSHFO 0.5,1
43100002953,2187.0,54.0,LSHFO 0.5,1
43100002955,2227.5,55.0,LSHFO 0.5,1
43100002957,1944.0,48.0,LSHFO 0.5,3
43100002966,2106.0,52.0,LSHFO 0.5,3
43100002968,1984.5,49.0,LSHFO 0.5,1
43100002971,1984.5,49.0,LSHFO 0.5,1
43100002975,2146.5,53.0,LSHFO 0.5,1
43100002977,1944.0,48.0,LSHFO 0.5,1
43100002979,2187.0,54.0,LSHFO 0.5,3
43100002981,2106.0,52.0,LSHFO 0.5,3
43100002983,1944.0,48.0,LSHFO 0.5,3
43100002985,2187.0,54.0,LSHFO 0.5,1
43100002987,1944.0,48.0,LSHFO 0.5,1
43100002989,1944.0,48.0,LSHFO 0.5,1
43100002991,2065.5,51.0,LSHFO 0.5,1
43100002993,1944.0,48.0,LSHFO 0.5,1
43100002997,1560.0,38.0,LSHFO 0.5,3
43100003003,83.0,2.0,LSHFO 0.5,3
43100003007,0.0,0.0,LSHFO 0.5,3
43100003009,0.0,0.0,LSHFO 0.5,3
43100003014,83.0,2.0,LSHFO 0.5,3
43100003019,0.0,0.0,LSHFO 0.5,3
43100003027,207.5,5.0,LSHFO 0.5,3
43100003031,0.0,0.0,LSHFO 0.5,3
43100003033,0.0,0.0,LSHFO 0.5,3
43100003037,166.0,4.0,LSHFO 0.5,3
43100003041,0.0,0.0,LSHFO 0.5,3
43100003045,207.5,5.0,LSHFO 0.5,3
43100003049,1136.0,28.0,LSHFO 0.5,3
43100003051,1944.0,48.0,LSHFO 0.5,3
43100003053,1863.0,46.0,LSHFO 0.5,3
43100003055,1944.0,48.0,LSHFO 0.5,3
43100003057,1863.0,46.0,LSHFO 0.5,3
43100003059,1944.0,48.0,LSHFO 0.5,3
43100003061,1863.0,46.0,LSHFO 0.5,3
43100003064,1863.0,46.0,LSHFO 0.5,3
43100003066,1741.5,43.0,LSHFO 0.5,3
43100003068,1863.0,46.0,LSHFO 0.5,3
43100003070,1863.0,46.0,LSHFO 0.5,3
43100003072,1701.0,42.0,LSHFO 0.5,3
43100003074,1701.0,42.0,LSHFO 0.5,3
43100003076,1701.0,42.0,LSHFO 0.5,3
43100003078,2025.0,50.0,LSHFO 0.5,3
43100003081,2025.0,50.0,LSHFO 0.5,3
43100003088,81.0,2.0,LSHFO 0.5,3
43100003092,0.0,0.0,LSHFO 0.5,3
43100003094,0.0,0.0,LSHFO 0.5,3
43100003096,0.0,0.0,LSHFO 0.5,3
43100003098,0.0,0.0,LSHFO 0.5,3
43100003102,81.0,2.0,LSHFO 0.5,3
43100003106,0.0,0.0,LSHFO 0.5,3
43100003110,81.0,2.0,LSHFO 0.5,3
43100003115,1539.0,38.0,LSHFO 0.5,3
43100003117,1944.0,48.0,LSHFO 0.5,3
43100003119,1944.0,48.0,LSHFO 0.5,3
43100003121,1944.0,48.0,LSHFO 0.5,3
43100003123,1944.0,48.0,LSHFO 0.5,3
43100003125,1944.0,48.0,LSHFO 0.5,3
43100003127,1944.0,48.0,LSHFO 0.5,3
43100003129,1944.0,48.0,LSHFO 0.5,3
43100003132,1944.0,48.0,LSHFO 0.5,3
43100003134,1944.0,48.0,LSHFO 0.5,3
43100003136,1944.0,48.0,LSHFO 0.5,3
43100003138,1944.0,48.0,LSHFO 0.5,3
43100003140,1944.0,48.0,LSHFO 0.5,3
43100003142,364.5,9.0,LSHFO 0.5,3
43100003148,445.5,11.0,LSHFO 0.5,3
43100003152,0.0,0.0,LSHFO 0.5,3
43100003157,0.0,0.0,LSHFO 0.5,3
43100003161,0.0,0.0,LSHFO 0.5,3
43100003165,81.0,2.0,LSHFO 0.5,3
43100003169,162.0,4.0,LSHFO 0.5,3
43100003177,121.5,3.0,LSHFO 0.5,3
43100003181,0.0,0.0,LSHFO 0.5,3
43100003185,40.5,1.0,LSHFO 0.5,3
43100003189,1377.0,34.0,LSHFO 0.5,3
43100003191,1701.0,42.0,LSHFO 0.5,3
43100003193,1944.0,48.0,LSHFO 0.5,3
43100003195,1944.0,48.0,LSHFO 0.5,3
43100003197,1944.0,48.0,LSHFO 0.5,3
43100003199,1944.0,48.0,LSHFO 0.5,3
43100003201,1944.0,48.0,LSHFO 0.5,3
43100003203,1944.0,48.0,LSHFO 0.5,3
43100003205,1944.0,48.0,LSHFO 0.5,3
43100003207,1944.0,48.0,LSHFO 0.5,3
43100003209,1944.0,48.0,LSHFO 0.5,3
43100003211,1539.0,38.0,LSHFO 0.5,3
43100003217,121.5,3.0,LSHFO 0.5,3
43100003222,0.0,0.0,LSHFO 0.5,3
43100003226,40.5,1.0,LSHFO 0.5,3
43100003230,769.5,19.0,LSHFO 0.5,3
43100003237,364.5,9.0,LSHFO 0.5,3
43100003239,162.0,4.0,LSHFO 0.5,3
43100003241,243.0,6.0,LSHFO 0.5,3
43100003243,121.5,3.0,LSHFO 0.5,3
43100003247,648.0,16.0,LSHFO 0.5,3
43100003253,40.5,1.0,LSHFO 0.5,3
43100003257,0.0,0.0,LSHFO 0.5,3
43100003262,40.5,1.0,LSHFO 0.5,3
43100003266,607.5,15.0,LSHFO 0.5,3
43100003272,121.5,3.0,LSHFO 0.5,3
43100003276,0.0,0.0,LSHFO 0.5,3
43100003280,162.0,4.0,LSHFO 0.5,3
43100003284,0.0,0.0,LSHFO 0.5,3
43100003288,81.0,2.0,LSHFO 0.5,3
43100003292,0.0,0.0,LSHFO 0.5,3
43100003294,0.0,0.0,LSHFO 0.5,3
43100003298,81.0,2.0,LSHFO 0.5,3
43100003302,0.0,0.0,LSHFO 0.5,3
43100003307,81.0,2.0,LSHFO 0.5,3
43100003311,1215.0,30.0,LSHFO 0.5,3
43100003313,1984.5,49.0,LSHFO 0.5,3
43100003315,1822.5,45.0,LSHFO 0.5,3
43100003317,1539.0,38.0,LSHFO 0.5,3
43100003319,1174.5,29.0,LSHFO 0.5,3
43100003327,210.6,5.2,LSHFO 0.5,1
43100003341,0.0,0.0,LSHFO 0.5,3
43100003345,81.0,2.0,LSHFO 0.5,3
43100003349,324.0,8.0,LSHFO 0.5,1
43100003351,1620.0,40.0,LSHFO 0.5,1
43100003353,1863.0,46.0,LSHFO 0.5,1
43100003355,2025.0,50.0,LSHFO 0.5,1
43100003358,473.84999999999997,11.7,LSHFO 0.5,1
43100003362,253.125,6.25,LSHFO 0.5,1
43100003367,0.0,0.0,LSHFO 0.5,3
43100003371,121.5,3.0,LSHFO 0.5,1
43100003375,0.0,0.0,LSHFO 0.5,3
43100003400,121.5,3.0,LSHFO 0.5,1
43100003406,1458.0,36.0,LSHFO 0.5,1
43100003408,2227.5,55.0,LSHFO 0.5,1
43100003410,2227.5,55.0,LSHFO 0.5,1
43100003412,1944.0,48.0,LSHFO 0.5,1
43100003414,2065.5,51.0,LSHFO 0.5,1
43100003416,2106.0,52.0,LSHFO 0.5,1
43100003418,1984.5,49.0,LSHFO 0.5,1
43100003420,1944.0,48.0,LSHFO 0.5,1
43100003422,1944.0,48.0,LSHFO 0.5,1
43100003424,1984.5,49.0,LSHFO 0.5,1
43100003426,1822.5,45.0,LSHFO 0.5,1
43100003428,1620.0,40.0,LSHFO 0.5,1
43100003430,1215.0,30.0,LSHFO 0.5,3
43100003458,364.5,9.0,LSHFO 0.5,1
43100003465,121.5,3.0,LSHFO 0.5,1
43100003467,324.0,8.0,LSHFO 0.5,1
43100003474,648.0,16.0,LSHFO 0.5,3
43100003478,113.39999999999999,2.8,LSHFO 0.5,3
43100003482,1445.8500000000001,35.7,LSHFO 0.5,1
43100003489,64.8,1.6,LSHFO 0.5,2
43100003497,44.550000000000004,1.1,LSHFO 0.5,1
43100003507,41.715,1.03,LSHFO 0.5,1
43100003523,40.5,1.0,LSHFO 0.5,1
43100003534,40.5,1.0,LSHFO 0.5,1
43100003538,0.0,0.0,LSHFO 0.5,3
43100003549,56.699999999999996,1.4,LSHFO 0.5,1
43100003559,40.5,1.0,LSHFO 0.5,1
43100003567,40.5,1.0,LSHFO 0.5,1
43100003571,0.0,0.0,LSHFO 0.5,3
43100003575,24.3,0.6,LSHFO 0.5,1
43100003580,162.0,4.0,LSHFO 0.5,1
43100003582,2025.0,50.0,LSHFO 0.5,1
43100003584,2065.5,51.0,LSHFO 0.5,3
43100003586,2065.5,51.0,LSHFO 0.5,1
43100003588,2065.5,51.0,LSHFO 0.5,1
43100003590,2065.5,51.0,LSHFO 0.5,1
43100003592,688.5,17.0,LSHFO 0.5,1
43100003604,121.5,3.0,LSHFO 0.5,1
43100003613,60.75,1.5,LSHFO 0.5,3
43100003617,1620.0,40.0,LSHFO 0.5,1
43100003619,1863.0,46.0,LSHFO 0.5,1
43100003622,2025.0,50.0,LSHFO 0.5,1
43100003624,2065.5,51.0,LSHFO 0.5,1
43100003627,2065.5,51.0,LSHFO 0.5,1
43100003630,2025.0,50.0,LSHFO 0.5,1
43100003632,2065.5,51.0,LSHFO 0.5,1
43100003634,1508.625,37.25,LSHFO 0.5,1
43100003659,93.14999999999999,2.3,LSHFO 0.5,1
43100003663,0.0,0.0,LSHFO 0.5,3
43100003667,81.0,2.0,LSHFO 0.5,1
43100003671,0.0,0.0,LSHFO 0.5,3
43100003675,81.0,2.0,LSHFO 0.5,1
43100003679,0.0,0.0,LSHFO 0.5,3
43100003683,81.0,2.0,LSHFO 0.5,3
43100003692,1377.0,34.0,LSHFO 0.5,1
43100003694,2430.0,60.0,LSHFO 0.5,1
43100003696,1944.0,48.0,LSHFO 0.5,1
43100003698,1863.0,46.0,LSHFO 0.5,1
43100003709,1863.0,46.0,LSHFO 0.5,1
43100003711,1863.0,46.0,LSHFO 0.5,1
43100003713,1990.8,49.0,LSHFO 0.5,2
43100003715,1863.0,46.0,LSHFO 0.5,1
43100003717,1863.0,46.0,LSHFO 0.5,1
43100003720,1863.0,46.0,LSHFO 0.5,1
43100003723,1822.5,45.0,LSHFO 0.5,1
43100003726,1620.0,40.0,LSHFO 0.5,1
43100003728,1863.0,46.0,LSHFO 0.5,1
43100003731,1984.5,49.0,LSHFO 0.5,3
43100003737,40.5,1.0,LSHFO 0.5,1
43100003742,0.0,0.0,LSHFO 0.5,3
43100003756,526.5,13.0,LSHFO 0.5,3
43100003758,1863.0,46.0,LSHFO 0.5,1
43100003761,1782.0,44.0,LSHFO 0.5,3
43100003763,2025.0,50.0,LSHFO 0.5,3
43100003765,2106.0,52.0,LSHFO 0.5,1
43100003767,1053.0,26.0,LSHFO 0.5,3
43100003773,40.5,1.0,LSHFO 0.5,3
43100003775,891.0,22.0,LSHFO 0.5,3
43100003778,810.0,20.0,LSHFO 0.5,3
43100003780,607.5,15.0,LSHFO 0.5,3
43100003782,607.5,15.0,LSHFO 0.5,3
43100003787,810.0,20.0,LSHFO 0.5,3
43100003789,898.0,22.0,LSHFO 0.5,3
43100003791,202.5,5.0,LSHFO 0.5,3
43100003795,0.0,0.0,LSHFO 0.5,3
43100003799,83.0,2.0,LSHFO 0.5,3
43100003801,81.0,2.0,LSHFO 0.5,3
43100003803,40.5,1.0,LSHFO 0.5,3
43100003805,202.5,5.0,LSHFO 0.5,3
43100003808,648.0,16.0,LSHFO 0.5,3
43100003810,81.0,2.0,LSHFO 0.5,3
43100003812,162.0,4.0,LSHFO 0.5,3
43100003814,121.5,3.0,LSHFO 0.5,3
43100003818,0.0,0.0,LSHFO 0.5,3
43100003822,41.5,1.0,LSHFO 0.5,3
43100003826,0.0,0.0,LSHFO 0.5,3
43100003832,41.5,1.0,LSHFO 0.5,3
43100003837,121.5,3.0,LSHFO 0.5,3
43100003839,1782.0,44.0,LSHFO 0.5,3
43100003841,1822.5,45.0,LSHFO 0.5,3
43100003843,1863.0,46.0,LSHFO 0.5,3
43100003845,1863.0,46.0,LSHFO 0.5,3
43100003847,1863.0,46.0,LSHFO 0.5,3
43100003849,1863.0,46.0,LSHFO 0.5,3
43100003851,1863.0,46.0,LSHFO 0.5,3
43100003853,1863.0,46.0,LSHFO 0.5,3
43100003855,1944.0,48.0,LSHFO 0.5,3
43100003857,1944.0,48.0,LSHFO 0.5,3
43100003859,1944.0,48.0,LSHFO 0.5,3
43100003861,1944.0,48.0,LSHFO 0.5,3
43100003863,1944.0,48.0,LSHFO 0.5,3
43100003865,1944.0,48.0,LSHFO 0.5,3
43100003867,1944.0,48.0,LSHFO 0.5,3
43100003869,1944.0,48.0,LSHFO 0.5,3
43100003871,1134.0,28.0,LSHFO 0.5,3
43100003878,162.0,4.0,LSHFO 0.5,3
43100003883,0.0,0.0,LSHFO 0.5,3
43100003885,0.0,0.0,LSHFO 0.5,3
43100003889,121.5,3.0,LSHFO 0.5,3
43100003893,567.0,14.0,LSHFO 0.5,3
43100003897,162.0,4.0,LSHFO 0.5,3
43100003901,0.0,0.0,LSHFO 0.5,3
43100003905,162.0,4.0,LSHFO 0.5,3
43100003912,0.0,0.0,LSHFO 0.5,3
43100003919,0.0,0.0,LSHFO 0.5,3
43100003921,0.0,0.0,LSHFO 0.5,3
43100003925,162.0,4.0,LSHFO 0.5,3
43100003929,1741.5,43.0,LSHFO 0.5,3
43100003931,1620.0,40.0,LSHFO 0.5,3
43100003933,1944.0,48.0,LSHFO 0.5,3
43100003935,1944.0,48.0,LSHFO 0.5,3
43100003937,1944.0,48.0,LSHFO 0.5,3
43100003939,1944.0,48.0,LSHFO 0.5,3
43100003941,1944.0,48.0,LSHFO 0.5,3
43100003943,1944.0,48.0,LSHFO 0.5,3
43100003945,1944.0,48.0,LSHFO 0.5,3
43100003947,1944.0,48.0,LSHFO 0.5,3
43100003949,1944.0,48.0,LSHFO 0.5,3
43100003951,1944.0,48.0,LSHFO 0.5,3
43100003953,1944.0,48.0,LSHFO 0.5,3
43100003955,1944.0,48.0,LSHFO 0.5,3
43100003957,1944.0,48.0,LSHFO 0.5,3
43100003959,1944.0,48.0,LSHFO 0.5,3
43100003961,1944.0,48.0,LSHFO 0.5,3
43100003963,1944.0,48.0,LSHFO 0.5,3
43100003965,1944.0,48.0,LSHFO 0.5,3
43100003967,1944.0,48.0,LSHFO 0.5,3
43100003969,1944.0,48.0,LSHFO 0.5,3
43100003971,1944.0,48.0,LSHFO 0.5,3
43100003973,1944.0,48.0,LSHFO 0.5,3
43100003975,1944.0,48.0,LSHFO 0.5,3
43100003977,1863.0,46.0,LSHFO 0.5,3
43100003979,1944.0,48.0,LSHFO 0.5,3
43100003981,1944.0,48.0,LSHFO 0.5,3
43100003983,1944.0,48.0,LSHFO 0.5,3
43100003985,1944.0,48.0,LSHFO 0.5,3
43100003987,1944.0,48.0,LSHFO 0.5,3
43100003989,1944.0,48.0,LSHFO 0.5,3
43100003991,1944.0,48.0,LSHFO 0.5,3
43100003994,243.0,6.0,LSHFO 0.5,3
43100004000,121.5,3.0,LSHFO 0.5,3
43100004004,0.0,0.0,LSHFO 0.5,3
43100004008,40.5,1.0,LSHFO 0.5,3
43100004015,243.0,6.0,LSHFO 0.5,3
43100004021,202.5,5.0,LSHFO 0.5,3
43100004025,0.0,0.0,LSHFO 0.5,3
43100004029,324.0,8.0,LSHFO 0.5,3
43100004033,0.0,0.0,LSHFO 0.5,3
43100004041,40.5,1.0,LSHFO 0.5,3
43100004045,283.5,7.0,LSHFO 0.5,3
43100004051,81.0,2.0,LSHFO 0.5,3
43100004055,0.0,0.0,LSHFO 0.5,3
43100004057,0.0,0.0,LSHFO 0.5,3
43100004061,162.0,4.0,LSHFO 0.5,3
43100004065,0.0,0.0,LSHFO 0.5,3
43100004069,81.0,2.0,LSHFO 0.5,3
43100004073,1215.0,30.0,LSHFO 0.5,3
43100004075,1782.0,44.0,LSHFO 0.5,3
43100004077,1660.5,41.0,LSHFO 0.5,3
43100004080,1944.0,48.0,LSHFO 0.5,3
43100004093,1944.0,48.0,LSHFO 0.5,3
43100004095,1944.0,48.0,LSHFO 0.5,3
